Comment,dialect,platform,Category,label
تعالي خليني انيكك فكك من هبل جيشكم المنهار,Lebanon,X,Women social,N
البلد هو عبارة عن مستشفى امراض عصبية.. مع لحم بعجين ,Lebanon,X,Socialite,N
"ما إلك إلا الله الحامي
كل هالسلطة ما إلن عازه 
حمدالله على سلامتك ❤️🙏",Lebanon,X,Women social,P
الله حماكي .. الحمدلله ع السلامة !!,Lebanon,X,Women social,P
بلا شرف تتحدث عن الشرف لعنة الله عليك,Lebanon,X,Women social,N
"خليك بالمسلسلات وسمعينا سكوتك احسن شيء",Lebanon,FB,Women social,N
"وانت صوت مزعج
نساء عاهره 
نست أن هناك منتقم عزيز
- يمدهم في طغيانهم يعمهون -
يكره لما تيجي صورتك عالتلفزيون
يقولو انك رحتي بايباي عجهنم
اتمني تسمعي وتشوفي
بس عندك العيون وقتها بايباي",Lebanon,X,Women social,N
سبحان الله عما ينبح كلاب تنبح كلاب معها انتي اسرائيلية محتلة دولة كامله وتتكلم بالحرية ههههه,Lebanon,X,Women social,N
كم طفل قتلتي اليوم يا بربرية؟,Lebanon,X,Women social,N
"طمنيني عن صحتك يا ننوسي 
شو اخبارك",Lebanon,X,Women social,P
الله 😍😍😍❤️❤️❤️❤️❤️ميل يا غزيل ميل 😍💃💃,Lebanon,X,Women social,Neutral
حماكي وحفظك الله من شرهم,Lebanon,X,Women social,P
شي حلو شي مرّتب 😍,Lebanon,X,Women social,P
لبنان الفن والثقافه والرقي ومتنسيش القمر انتي ,Lebanon,X,Women social,P
فخر الصناعة لبنان 🇱🇧,Lebanon,X,Women social,Neutral
شو انرعبتي حذفتي البوست😂🤣,Lebanon,FB,Women social,N
عليك اللعنة ياجزمة صهيون,Lebanon,X,Political,N
الله يلعنكم,Lebanon,X,Political,N
احبك يا لبنان احبك يا لبنان قد الدنيا انت وطني المفضل يا لبنان,Lebanon,YT,Socialite,P
انتصرنااااااالبنان 🇱🇧 رجع و اخراءيل خسرت انا لبنانية و بفتخر,Lebanon,YT,Socialite,P
"قريدس!!!!
شو هالنزوح الكلاس هيدا ؟
😂😂😂",Lebanon,FB,Socialite,P
صدق من قال لبنان يا قطعة سماء لبنان كلو جنة ربنا يحميه ويسلمو من كل ضيق شكرا الاء الك وللوالدة والجارة,Lebanon,YT,Socialite,P
حلو كثير لبنان ياقطعت سما الله يرحمك ياوديع الصافي قديش غنا للبنان,Lebanon,YT,Socialite,P
حياتي فديتها لبنان سمائها وأرضها وشعبها اختكم من بغداد الله يرحمك يا زوجي بطل في لبنان الله يرحمك,Lebanon,YT,Socialite,P
شي فاخر بجنن رأسن نزلت على الارض بسبب الوالده وجوها الطبيعي العتيق صدقت ليالي الطبيعه بتنطق,Lebanon,YT,Socialite,P
الله يرزقنا زيارة لهالمناظر البديعة والخضرة والورد البري والشلالات ونسمع صوت الماء الجارية شيء جمييييل الحمد لله الله يحفط ارضكم ويبارك في النفوس الطيبة الجميلة,Lebanon,YT,Socialite,P
شو مهضومة ياآلاء سلامي للست سعدة وام محمد احلى ناس تحياتي ,Lebanon,YT,Socialite,P
ما في اجمل من بلدنا لبنان وخاصة منطقتنا الضنية الخضراء متابعتك من منطقة سير الضنية,Lebanon,YT,Socialite,P
مناظر فوق الخيال...جمال الطبيعة كتييير روعة ..والأعشاب الطبيعة..كلو طبيعي ، حسيت حالي بأيام اجدودنا ❤❤❤❤,Lebanon,YT,Socialite,P
ماشاء الله جمال الطبيعة مافي اجمل منها والاكل التراثي الطبيعي,Lebanon,YT,Socialite,P
"شي روعه و خرافي.
شوقتينا لنشوف الغرفه .
انا جدي و طفولة والدي رحمه الله خلق و عاش طفلته في قبو اقدم من هذه الغرفه .
شكله و سقفه ( قناتر هجريه ) ..",Lebanon,YT,Socialite,P
"الله يسعد صباحكم الحلو الجميل
صباح الجمال والينابيع والعكوب
صباح الجوز والزعتر !!!
أجواء رائعة! ماشاءالله الله! ",Lebanon,YT,Socialite,P
"فديت الكياتة 😭❤🇱🇧",Lebanon,YT,Socialite,P
"ليست اليونان.... 🇬🇷
ولكنها جنة من الجنان... ❤
الغالية على قلوب العالم لبنان...🇱🇧",Lebanon,YT,Socialite,P
اغلب البلاد اصبحت تعمل الكبة اللبنانية النية  ما اجملك يا بلدي وشعبي واكل بلدي,Lebanon,YT,Socialite,P
نحن عنا بلبنان هيك بناكل كبه نية و كتييييير طيبة ولله مش ح تندمو ازا اكلتوها 🇱🇧,Lebanon,YT,Socialite,P
الحمدالله ان العين لتدمع عندما ترى اللوحات الفنيه والابداعات اللبنانيه وابتسامه الناس عادة للحياه من جدييد له الحمد والشكر الله يديمها افراح بافراح يارب,Lebanon,YT,Socialite,P
أهم شي اللحمة النيئة لازم تكون ضاني(الضأن _خروف),Lebanon,YT,Socialite,P
دخيل رب لبنان شو منحبه ومنموت عاللبنانية وكلامهم ولطفهم وذوقهم وستيلهم في الحياة.تحية للبنان الحبيب.,Lebanon,YT,Socialite,P
الله على الاكل البناني. بشهي نحنا بلغربة محرومين من أكل الكبة النية انشاء الله مشوار الجاي ع لبنان.شكرا اخ حسن على الفيديو الرائع يعطيكن الف عافية جميعا 🇱🇧️,Lebanon,YT,Socialite,P
"الله يحمي شبابنا في جنوب لبنان ويرحم الشهداء🤲🇵🇸🇸🇾🇱🇧",Lebanon,YT,Socialite,P
أحلى اكل الاكل اللبناني. الأكل خلق عنا. ذويقين بالاكل,Lebanon,YT,Socialite,P
"بلدي وعمري وعشقي لبنان ❤❤❤ ❤",Lebanon,YT,Socialite,P
"انا من لبنان انشاء الله ما تصير حرب متل فلسطين ❤ الله يحررن",Lebanon,YT,Socialite,P
انا من لبنان 🇱🇧 واموت في بلاد فلسطين 🇵🇸🌹 وتحيا فلسطين 🇵🇸 وتحيا لبنان 🇱🇧 الله ينصر الفلسطينيين 😢,Lebanon,YT,Socialite,P
"Wow 
شهيتنا الفلافل  ونحنا هلق الضهر ، بس ما رح فينا نروح نسطي  على شي مطعم فلافل😂 تنفترس كم سندويش😅  لانه اليوم محتمل تتلج الدني وما رح تشمس الدني ويا حسون منحبك تتخلص الدني 😊",Lebanon,YT,Socialite,P
"متل لبنان وآكل لبنان وكرم شعبو ما في يا دول سمحولي",Lebanon,YT,Socialite,P
"الكل بيحكي و الكل عندو رأيه الخاص بس بعد الفلافل اللبنانية لاااا يووووجد..😊",Lebanon,YT,Socialite,P
لبنان  الغالي بل القيم  والاخلاق  والنخوة  والاستضيفات  واستقبال  السوريون,Lebanon,YT,Socialite,P
"الله يا لبنان 🇱🇧 ربنا يحفظ لبنان و الشعب اللبناني 
يا رب يفرج همكم و يعم عليكم الخير و الامان 
بس الفلافل 😍 كل شي حلو بلبنان 💕",Lebanon,YT,Socialite,P
"بلدنا لبنان بجنن بس المصروف تبع الموظفين  بلبنان  يعادل ١٥٠دولار بل جمعة يعني قد يلي صرفتو انت بهيدا الفيديو فلهيك الوضع صعب بلبنان وانت ما رحت على عكار روح على عكار فيها مناظر بتجنن♥️",Lebanon,YT,Socialite,P
كل الجمال والحلى بينتهي أمام لبنان،، وبحبك يا لبنان لا تخلص هل دنييي❤,Lebanon,YT,Socialite,P
"ماشاءالله القعدة بتجنن و شكله الاكل كمان طيب و نضيف مطبخها  الله يسلم إيديها و يحمي جنوبنا الغالي و شعبه🙏🏻",Lebanon,YT,Socialite,P
ما اجمل جنوبنا الحبيب باهله بطبيعته بأكله جنوبنا بعين الله وتحية لحضرتك,Lebanon,YT,Socialite,P
"اية   حلاوة   وجمال  الاكل   بسم الله  ماشاء   الله     فعلا   كل  ماياتي   من  لبنان  فهو  جميل   وخيالي",Lebanon,YT,Socialite,P
بيروت دائما عروس  الجمال و الدلال,Lebanon,YT,Socialite,P
ياريت كل مناطق لبنان تكون هيك، اناقة ونظافة، والله يبعت الخير لنرجع نشوف بلدنا بأرقى وأجمل صورة ونكون قدوة لغيرنا,Lebanon,YT,Socialite,P
"الحمد لله عل السلامه خي حسن.
ماشاء الله تبارك الله الكوخ نظيف والاكل نظيف بيشهي.
شكراً لك اخي الكريم حسن.
الله يحمي ويحفظ اهل بلدي الحبيب الغالي لبنان 🇱🇧 وجميع الشرفاء من كل شر يارب العالمين.",Lebanon,YT,Socialite,P
الزبالة بقا ليها قيمة,Lebanon,FB,Socialite,N
على كل حال يسعد مساك بصرمايتي,Lebanon,FB,Socialite,N
ايه طبعا ما رح تستوعب لانو شكلك ابو وجهين بقا ما تدق باللبنلني لانو عدونا الي بوجهان,Lebanon,FB,Socialite,N
 وإنت خليك مطوبز,Lebanon,FB,Socialite,N
مجااانين والله ,Lebanon,FB,Socialite,N
"حافظ الدرس غلط",Lebanon,FB,Socialite,N
"احنا عبايط",Lebanon,FB,Socialite,N
كس اختك شو متخلف,Lebanon,X,Socialite,N
"معودين على لحس الصبابيط ليوصلوا",Lebanon,FB,Socialite,N
"كلكون جحاش هيك",Lebanon,FB,Socialite,N
 كيف ضابطة معك هيك،جحشنة بالوراثة,Lebanon,FB,Socialite,N
"هو فعلا صرامية ابن 60 صرامية شايف حالو كتير محسب حالو شغلة وهو ما بيسوى نص فرنك مصدي،،،حديثو بيدل على شخصيتو العفنة...وانت استاذ وسام حطيتو بالمكان يلي بحبو هو بنص الصرماية،، مبدع يسلمو ايديك..",Lebanon,FB,Socialite,N
"ضيعان البزقة فيه",Lebanon,FB,Socialite,N
ياضيعان الصباط ولك تبهدل الصبّاط بهالصورة ,Lebanon,FB,Socialite,N
"لك بغ بغ بغ بغ كذاب ابن متعة تافه بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ",Lebanon,FB,Socialite,N
